#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:calsim" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:calsim" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:calsim" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.calsim" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:calsim" name="distribution" x="@birthRate.t:calsim">
#            <LogNormal id="LogNormalDistributionModel.2" name="distr">
#                <parameter estimate="false" id="RealParameter.17" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.18" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="FrequenciesPrior.s:calsim" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:calsim" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Dirichlet id="Dirichlet" name="distr">
#                <parameter dimension="4" id="RealParameter" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="0.0">10.0 10.0 10.0 10.0</parameter>
#            </Dirichlet>
#        </prior>
#        <prior id="GammaShapePrior.s:calsim" name="distribution">
#            <parameter id="gammaShape.s:calsim" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:calsim" name="distribution">
#            <parameter id="kappa.s:calsim" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:calsim" name="distribution">
#            <parameter id="ucldStdev.c:calsim" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.10" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.11" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@calsim" id="treeLikelihood.calsim" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:calsim">
#            <siteModel gammaCategoryCount="8" id="SiteModel.s:calsim" shape="@gammaShape.s:calsim" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:calsim" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <substModel id="hky.s:calsim" kappa="@kappa.s:calsim" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:calsim" id="estimatedFreqs.s:calsim" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:calsim" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:calsim">
#                <distr id="ApproxLogNormal" spec="beast.math.distributions.PiecewiseLinearDistribution">
#                    <LogNormal S="@ucldStdev.c:calsim" id="LogNormalDistributionModel.c:calsim" meanInRealSpace="true" name="distr">
#                        <parameter estimate="false" id="RealParameter.9" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                    </LogNormal>
#                </distr>
#                <parameter dimension="22" id="rates.c:calsim" lower="0.0" name="rateQuantiles" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                <parameter estimate="false" id="ucldMean.c:calsim" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.calsim	TreeHeight	gammaShape	kappa	ucldStdev	TipRates.estimated.taxon.1	TipRates.estimated.taxon.2	TipRates.estimated.taxon.3	TipRates.estimated.taxon.4	TipRates.estimated.taxon.5	TipRates.estimated.taxon.6	TipRates.estimated.taxon.7	TipRates.estimated.taxon.8	TipRates.estimated.taxon.9	TipRates.estimated.taxon.10	TipRates.estimated.taxon.11	TipRates.estimated.taxon.12	birthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
240000	-1163.7334737853207	-1161.7729242045789	-1.9605495807418476	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0995761757367557	1.0136327176854263	0.9650041159140382	0.8445197688089878	0.885770276834468	1.0229051015842843	0.8959396666324302	0.9517343646862627	1.0144911781420907	1.0775431178721782	1.016743512000127	1.0652491252300131	1.0	0.25	0.25	0.25	0.25
250000	-1163.7516656764783	-1161.7729242045789	-1.9787414718993481	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0741082521022352	0.9717123670984084	0.8625238673101585	0.8463149538507179	0.8652544360351406	0.9111682496662445	1.0192018758444086	0.8506633198176918	1.1540635494758396	0.9598378922256272	1.0162334244108826	1.0371620422703696	1.0	0.25	0.25	0.25	0.25
260000	-1163.8055438934052	-1161.7729242045789	-2.0326196888264567	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0141000652628438	0.9466284619645272	1.060771168794794	0.8150075831805667	0.8169144761106293	0.8848603801864179	0.8938698968899478	1.04618452684439	1.0121475346773172	0.932124799720798	0.9850684151949555	1.0052870927761826	1.0	0.25	0.25	0.25	0.25
270000	-1163.7591648354583	-1161.7729242045789	-1.986240630879333	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0619716368336458	1.0038653840911158	1.1270274730015464	0.8178056658398039	0.8554777117812808	0.923344642603695	0.9300898139314291	1.111529742010591	1.0531601024652062	0.9726646817195261	0.9882499131307367	1.0572937050904396	1.0	0.25	0.25	0.25	0.25
280000	-1163.71007491285	-1161.7729242045789	-1.9371507082710344	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.1041405341134303	1.0171216317156153	1.1373938348811825	0.8291800936719896	0.8894471234887432	1.0080846275659865	1.0016732323377442	1.121753556266842	1.1342155007013628	1.0619310148947991	1.0398933712187077	1.0724882350388598	1.0	0.25	0.25	0.25	0.25
290000	-1163.8062374469032	-1161.7729242045789	-2.0333132423243176	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.1700138770556425	0.9745389149360084	0.9562903118121914	0.8149327466909153	0.9425117955882818	0.9168123143876061	0.9122572025280602	0.9431403839206801	1.0329678644990585	0.965783432127529	0.9470008943679153	1.1125406007413357	1.0	0.25	0.25	0.25	0.25
300000	-1163.8038275291037	-1161.7729242045789	-2.0309033245248234	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0878573058070333	0.9386272039544789	1.1170671919250268	0.8338073812498105	0.8763300698793817	0.9255829723200006	0.8255150588375573	1.1017064245489034	0.9347479253396384	0.9750225708116796	0.9716927543444185	1.1125406007413357	1.0	0.25	0.25	0.25	0.25
310000	-1163.7299158290537	-1161.7729242045789	-1.9569916244747716	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.052662421372634	0.9949900007387812	0.9523551724188798	0.826513679252823	0.84797861664084	1.0652707039835163	0.911113345221483	0.9392593565460992	1.0316726510044516	1.1221716598836484	1.0308220929575638	1.030618165316317	1.0	0.25	0.25	0.25	0.25
320000	-1163.7544999842783	-1161.7729242045789	-1.9815757796994047	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0186106619124824	0.9631321192062325	0.9409128707937564	0.8375146646733563	0.8205480146786708	0.9119027191112469	0.8900024713269145	0.9279743977690884	1.0077683680191822	0.9606115930259495	1.0190924938262553	1.0378084101612168	1.0	0.25	0.25	0.25	0.25
330000	-1163.7750164936451	-1161.7729242045789	-2.002092289066292	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.078409685342205	0.9440663027567928	1.0074025686562393	0.8354848240400721	0.8687194817462301	0.9470166295504204	0.9622529960080939	0.9935497971997868	1.0895791446094159	0.9976010972103646	1.0021402251580378	1.1149258962354653	1.0	0.25	0.25	0.25	0.25
340000	-1163.7128790654826	-1161.7729242045789	-1.9399548609037358	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0963671698558122	0.9981201012077566	1.1219008788268705	0.8480101140289454	0.8831852426274268	0.9440761221319837	0.965120675793616	1.106473643524193	1.0928262782641667	0.9945035239096929	1.03175069939089	1.0876874739786808	1.0	0.25	0.25	0.25	0.25
350000	-1163.7582002890406	-1161.7729242045789	-1.9852760844618087	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0737337046934416	0.9530656121804848	0.9678491869801147	0.8042000197492817	0.864952717091701	0.9314877686586533	0.8989086827221758	0.954540313240163	1.0178530570084778	0.981242769193033	1.0536329127380892	1.0721972683724006	1.0	0.25	0.25	0.25	0.25
360000	-1163.751636586534	-1161.7729242045789	-1.9787123819551906	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0294844397345448	0.9903896293951036	0.9766118474216686	0.8352896859044914	0.8293074525459301	0.93601258877785	0.8653257963799238	0.9631824785229556	0.9798264541024808	0.9860092805453553	1.0289910017729638	1.0821925587827022	1.0	0.25	0.25	0.25	0.25
370000	-1163.7904642287374	-1161.7729242045789	-2.0175400241584738	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.2195231204473789	0.98604436280342	0.9836151450238987	0.8281003166906875	0.9823942677558695	0.9137795574277149	0.9147017526598928	0.9700894739276898	1.0357358796184164	0.9625886818176047	0.9737274605123604	1.1611026512765819	1.0	0.25	0.25	0.25	0.25
380000	-1163.7463415759305	-1161.7729242045789	-1.9734173713516012	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.1196474281287054	0.9738993819317713	1.039775381519508	0.8648824736257155	0.901938796287629	0.9185988585785875	0.8342291484962006	1.025477452196728	0.944615070877977	0.9676654037735646	0.9959291193838707	1.0316755032259393	1.0	0.25	0.25	0.25	0.25
390000	-1163.7638448786572	-1161.7729242045789	-1.9909206740783902	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0186343009264207	0.976252485551857	0.9609393101414404	0.8473862702268175	0.8205670572301398	0.9343588818587483	0.9371632992094968	0.9477254539720384	1.0611695574325168	0.9842672416143777	1.0047312738439957	1.0210580522007364	1.0	0.25	0.25	0.25	0.25
400000	-1163.7796413876365	-1161.7729242045789	-2.006717183057537	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.117000603177938	0.9646501157013415	1.1390072188651377	0.7941159386016544	0.8998066303485089	0.8958203501567166	1.006265845324306	1.1233447546416897	1.1394158122100633	0.9436701915614399	1.0162110269668998	1.1369598399731708	1.0	0.25	0.25	0.25	0.25
410000	-1163.7362722533305	-1161.7729242045789	-1.9633480487516495	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.1067398658842622	1.0464827180892502	1.0165322156929062	0.8126719477442547	0.8915410310078762	0.9385257225828757	0.8769917949300767	1.00255390265277	0.9930361076697058	0.9886566522631263	1.0302526863596524	1.1369598399731708	1.0	0.25	0.25	0.25	0.25
420000	-1163.7979366097018	-1161.7729242045789	-2.0250124051229257	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0744430912155956	0.9754853772433086	0.9889771491483679	0.8190587249564779	0.8655241677196577	0.8861040175780119	0.8955306686280848	0.9753777452466291	1.0140280611681054	0.9334348654447505	0.9952140479802584	1.0628705161287975	1.0	0.25	0.25	0.25	0.25
430000	-1163.823871277757	-1161.7729242045789	-2.050947073178204	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0808980143182447	0.9460012107212452	0.9974341633485823	0.7780959790116705	0.8707239702888138	0.966589161083581	0.8046621813766399	0.9837184672230938	0.9111357770992401	1.0182190867190986	0.9763162306597148	1.0506193132695882	1.0	0.25	0.25	0.25	0.25
440000	-1163.7525941568142	-1161.7729242045789	-1.9796699522353245	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.0137221277401702	0.9583233773950413	1.0458399497965856	0.8267736695775114	0.8166100262403324	0.9337500123301062	0.9935862263893467	1.0314586267234427	1.1250584151321226	0.983625849593502	1.0410227316626488	1.0352817180227685	1.0	0.25	0.25	0.25	0.25
450000	-1163.84219148572	-1161.7729242045789	-2.069267281140969	-1161.7729242045789	1.1390006535804762	1.0	2.0	0.1	1.095100100610872	0.9565227533997605	1.059281002539209	0.7791545674150967	0.8821645472898737	0.9649550857238828	0.9367566321025805	1.0447148518335276	1.060709079782322	1.0164977279584466	0.9566828196542446	1.0918209763666042	1.0	0.25	0.25	0.25	0.25
460000	-1163.7481791525138	-1161.7729242045784	-1.9752549479354593	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.2063377817679528	0.9548574497712599	1.005949136672323	0.8171470908370979	0.9717727379792642	1.0439432218218483	0.9543482736083244	0.992116351328401	1.0806284625055977	1.0997049798472975	1.044948449727421	1.1435806065431366	1.0	0.25	0.25	0.25	0.25
470000	-1163.7455423625456	-1161.7729242045784	-1.9726181579671864	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.1024142283376863	0.9907110244879825	1.0298940931775555	0.8061312757500361	0.8880564873703689	0.95205637460027	0.9643844660954702	1.0157320412421815	1.0919926526620796	1.0029100379770954	1.0330324409707212	1.1155197398659602	1.0	0.25	0.25	0.25	0.25
480000	-1163.8229137790497	-1161.7729242045787	-2.0499895744710175	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0769789884264638	0.9166942280542141	1.0548563721763768	0.8206200998517991	0.8675669751431521	0.828175411691785	0.9050209095451436	1.0403510644694156	1.0247740589705991	0.8724120291093413	0.9709497631462879	1.0885578360390498	1.0	0.25	0.25	0.25	0.25
490000	-1163.7666440139	-1161.7729242045787	-1.9937198093213444	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0815844586655594	0.9251897080583723	1.0600904289646733	0.8338285009886003	0.8712769397082749	0.9265738716040945	0.9434652487656912	1.0455131478533006	1.0683053864039989	0.9760663985357063	1.0201088084118632	1.0885578360390498	1.0	0.25	0.25	0.25	0.25
500000	-1163.746956627825	-1161.7729242045787	-1.9740324232464468	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0925388380526102	1.000016077599853	1.0905373313042779	0.8303785501137516	0.8801013066564918	0.8923666786127212	0.989525209583271	1.0755413754815333	1.1204600410702437	0.9400320437040692	1.0268788724802917	1.0764656633268894	1.0	0.25	0.25	0.25	0.25
510000	-1163.8241150322406	-1161.7729242045787	-2.0511908276619195	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.1263328191217314	0.9096528058531372	0.9329543712257261	0.7899275174155548	0.9073242536677594	0.8835594056162259	0.9028722721701758	0.9201253353606226	1.0223411120400048	0.930754334178624	0.984860078708711	1.1406377371946002	1.0	0.25	0.25	0.25	0.25
520000	-1163.776743645423	-1161.7729242045787	-2.003819440844472	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.1647866197211447	0.9821313773746297	1.0417255763826334	0.8041367573729733	0.9383009466462676	0.9028668723505805	0.9517084471212938	1.027400829971455	1.0776393318948445	0.9510931005714472	0.9830124555077332	1.1573142256685607	1.0	0.25	0.25	0.25	0.25
530000	-1163.8093058509373	-1161.7729242045787	-2.0363816463587483	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0389858203543247	0.9776972185694691	1.0375888452111885	0.7950681015511778	0.8369613474989119	0.9926231856882413	0.8322160443257763	1.0233209829030268	0.9423355910227624	1.0456437070478253	0.9767143160539764	1.0203539631720622	1.0	0.25	0.25	0.25	0.25
540000	-1163.7934483031588	-1161.7729242045787	-2.0205240985802053	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.07611394184044	0.9413764847340782	0.9453638740901302	0.8155930232264862	0.8668701316039009	0.9396993105798335	0.916607279440121	0.9323641954130886	1.0378935473501294	0.9898929269355093	0.9849164995107274	1.0341026012728585	1.0	0.25	0.25	0.25	0.25
550000	-1163.7446090068602	-1161.7729242045787	-1.9716848022815154	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0755832499692142	0.9953648058249195	0.9453432477102062	0.8331428236419143	0.8664426295389581	0.8538477320018819	0.9663309330867013	0.9323438526660796	1.0941966778489207	0.8994556248711674	1.0321735602941646	1.113902034828812	1.0	0.25	0.25	0.25	0.25
560000	-1163.7599985362688	-1161.7729242045787	-1.9870743316901522	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.1433765803736997	0.9532033617885586	1.1011218309023965	0.8315412987949229	0.9210539592175735	1.1004446059657411	1.0127153148791403	1.0859803278491056	1.1467186811539816	1.1592243600324275	0.9870472488806907	1.113902034828812	1.0	0.25	0.25	0.25	0.25
570000	-1163.7477121220336	-1161.7729242045787	-1.9747879174549465	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.1613043574382436	0.9583290901877295	1.0566062451663532	0.8320542565247243	0.9354957890824733	0.9464056529135708	0.850060527345941	1.0420768749928446	0.9625412714683083	0.9969574855310439	1.0161860801667677	1.140832478355238	1.0	0.25	0.25	0.25	0.25
580000	-1163.7170402463323	-1161.7729242045787	-1.9441160417535526	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.1406241340056196	1.032873077306957	1.0069271752692117	0.8309927659823173	0.9188367093032662	1.0069651914984163	1.0545500949329094	0.9930809409371905	1.1940890754837552	1.0607517846527774	1.0469309284248098	1.1241558645779912	1.0	0.25	0.25	0.25	0.25
590000	-1163.807532630923	-1161.7729242045787	-2.0346084263445405	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0355625513689728	0.9476538317691511	1.049278054768519	0.7953970772921886	0.8342037123448008	0.9591973406439412	0.916282179838575	1.0348494543864817	1.037525430288158	1.0104324355127017	1.0087172220488703	1.106857436014015	1.0	0.25	0.25	0.25	0.25
600000	-1163.7008043718822	-1161.7729242045787	-1.9278801673034633	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.038310858617879	1.0376254661929676	0.9415692213879241	0.8462114052804329	0.83641762796648	0.8218945351783	1.044201632706454	0.9286217229000909	1.1823712957860038	0.8657956623996352	1.0930235891848077	1.1043052391743027	1.0	0.25	0.25	0.25	0.25
610000	-1163.812703776921	-1161.7729242045787	-2.039779572342167	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.071546439504885	0.9258711229284534	0.9369787419443673	0.7914996631231238	0.8631907523144247	0.8804056175768653	1.0573696949830254	0.9240943670424628	1.1972817674509313	0.927432087968514	0.9908348588687164	1.0656235047432208	1.0	0.25	0.25	0.25	0.25
620000	-1163.7219423861602	-1161.7729242045784	-1.9490181815818663	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.077236945996707	1.002649676255681	0.9623294457478218	0.8773510461089783	0.8677747744329578	0.9228803508578736	0.9420841650109718	0.9490964738530406	1.0667415564524745	0.9721755900387651	1.0530482706734208	1.0424948245838999	1.0	0.25	0.25	0.25	0.25
630000	-1163.7813517223153	-1161.7729242045784	-2.0084275177369557	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.1294556556099302	0.9691498846036681	0.9888855147954503	0.835935078849572	0.9098398735963257	0.8755362612096809	0.9116281139765933	0.9752873709557636	1.0322555344064182	0.9223026371193592	1.0111236782992907	1.124561782185785	1.0	0.25	0.25	0.25	0.25
640000	-1163.8313026710168	-1161.7729242045782	-2.058378466438656	-1161.7729242045782	1.1390006535804762	1.0	2.0	0.1	1.222744476430886	0.9319390934542117	0.9774784816282558	0.7854912285140018	0.9849892506631478	0.8737456483608912	0.8434487939475197	0.9640371956608621	0.9550546677886902	0.9204163794899871	0.9552843183704421	1.207225278798425	1.0	0.25	0.25	0.25	0.25
650000	-1163.7530789863686	-1161.7729242045782	-1.9801547817903715	-1161.7729242045782	1.1390006535804762	1.0	2.0	0.1	1.1069671804869674	0.9904127889815291	1.1216745481424564	0.8065218699122547	0.8917241456687834	0.9013130273054103	1.0697478546378936	1.1062504251082432	1.2112978158961327	0.9494562575915174	1.0157864793224913	1.0746106402567621	1.0	0.25	0.25	0.25	0.25
660000	-1163.7508496416176	-1161.7729242045784	-1.9779254370391885	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.1028806049349602	0.9592582317625937	1.0364495290782825	0.8189860862552086	0.8884321798751621	0.9483119581858358	0.9130050078758245	1.0221973334822163	1.0338146200971519	0.9989656152426974	1.0123685665800486	1.0450053621023891	1.0	0.25	0.25	0.25	0.25
670000	-1163.8160037303596	-1161.7729242045784	-2.043079525781307	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0790162481608236	0.9284310672159749	1.143045804639165	0.7885077248864071	0.8692081021143467	0.8424168735440796	0.9834075932137302	1.1273278059079892	1.1135329364120874	0.8874141922460896	1.0180513653660488	1.0679104670677138	1.0	0.25	0.25	0.25	0.25
680000	-1163.7706356108658	-1161.7729242045784	-1.9977114062874255	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.1760703177148821	0.9474119652880443	1.03105858583195	0.8256532999682813	0.9473905982012671	0.856693927389586	0.8530891453373426	1.0168805209826675	0.9659706388115223	0.9024538485063712	1.019936738626723	1.1555036653432862	1.0	0.25	0.25	0.25	0.25
690000	-1163.7730434138828	-1161.7729242045784	-2.000119209304229	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0995103860428177	0.9634330036707419	1.0123047149908249	0.8326367536168804	0.8857172795463286	0.8370785372625007	0.8853800139424332	0.9983845342236052	1.0025342630760226	0.8817907111311812	1.0200152857684552	1.0728240296057499	1.0	0.25	0.25	0.25	0.25
700000	-1163.7441747945948	-1161.7729242045784	-1.9712505900163408	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	0.9749219559812579	1.0185929952285318	1.036290924110897	0.833123699106749	0.7853543118673899	0.9586153744925231	0.8290983281138299	1.0220409094883889	0.9388053359054078	1.009819383900853	1.0237830461502422	1.0362026742615436	1.0	0.25	0.25	0.25	0.25
710000	-1163.8531487518028	-1161.7729242045787	-2.080224547224148	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0446817470313565	0.9332005171699886	1.0458542662844548	0.8010528919042676	0.8415497358806084	0.8037512408288919	0.7806568230801784	1.0314727463455897	0.8839540090328287	0.8466832521364995	0.9562361789698557	1.0452732634137885	1.0	0.25	0.25	0.25	0.25
720000	-1163.762319762701	-1161.7729242045787	-1.9893955581223517	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0404212484100541	0.9245068833687069	1.0284995748528187	0.837381282566901	0.8381176653005822	0.9362401000706836	0.819550839438913	1.014356698909492	0.9279945152722273	0.9862489442516498	1.0275665556016884	1.0398755193565403	1.0	0.25	0.25	0.25	0.25
730000	-1163.739917555654	-1161.7729242045787	-1.9669933510754658	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	1.0779621762352887	0.990603393182576	1.1091093969808161	0.816946538524707	0.868358988063055	0.9613358465118156	0.9499810274017162	1.0938580570749905	1.0756833385040767	1.012685168710423	1.006765894887109	1.0557272195172105	1.0	0.25	0.25	0.25	0.25
740000	-1163.806317198974	-1161.7729242045787	-2.0333929943954914	-1161.7729242045787	1.1390006535804762	1.0	2.0	0.1	0.9671157133270566	0.9062439037547043	1.0246379960643495	0.8063195135767143	0.7790659456137141	0.8997439373327659	0.9299783098181221	1.01054822060943	1.0530338440311984	0.947803355383163	1.015751702609291	0.9762024077563386	1.0	0.25	0.25	0.25	0.25
750000	-1163.7458681933663	-1161.7729242045784	-1.972943988787893	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.024215300392963	0.9770669024775793	1.0282620178716952	0.8263211815288697	0.8250628652983489	0.9789228193998784	0.969993424109969	1.0141224085694018	1.0983437928517605	1.0312115418513774	1.0475451707331467	1.048943539672841	1.0	0.25	0.25	0.25	0.25
760000	-1163.787797712761	-1161.7729242045784	-2.014873508182543	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0341200777999688	0.9476406941896434	0.9340053298241343	0.8280326565652367	0.8330417189870523	0.9588774103198353	0.8848574894640737	0.9211618422495302	1.0019425977068028	1.010095416254116	1.000419279756286	0.9773177762150285	1.0	0.25	0.25	0.25	0.25
770000	-1163.8439421672197	-1161.7729242045784	-2.0710179626412515	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0086931981716005	0.9144555999176194	1.0111161020750372	0.794522800347715	0.8125589414365422	0.8845185995442075	1.0199188759523456	0.9972122658989332	1.1548754236581342	0.9317647630191884	0.9756037375404017	1.0026034605830292	1.0	0.25	0.25	0.25	0.25
780000	-1163.8063978532637	-1161.7729242045784	-2.0334736486852556	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0717274534179497	0.9454806712306195	1.0157597467018353	0.8193172888403838	0.8633365691731583	0.9058298072481386	0.9169391173915165	1.001792055866491	1.0382692943862342	0.9542142993049583	0.9761713445718608	1.1051043655158517	1.0	0.25	0.25	0.25	0.25
790000	-1163.8051284505002	-1161.7729242045784	-2.032204245921834	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.1617133634681023	0.9887735447229962	1.0138993435738428	0.7959280591320989	0.9358252663777138	0.9455297887119255	0.8808977803102229	0.9999572351026412	0.9974589364133032	0.9960348374366985	0.9736124544940621	1.1205873375440232	1.0	0.25	0.25	0.25	0.25
800000	-1163.7305205898251	-1161.7729242045784	-1.9575963852467149	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0646421765494782	1.0132247930568627	0.9241465277935146	0.8252185682609828	0.8576289812936467	1.067797463192621	0.8884540992998303	0.9114386083975264	1.0060151140664235	1.1248333848003358	1.0033626925412005	1.0219918145456368	1.0	0.25	0.25	0.25	0.25
810000	-1163.6951652618195	-1161.7729242045784	-1.9222410572410007	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.0856732899579198	1.001813458512716	1.020117345002422	0.8548228992510719	0.8745707226272569	1.0310124517806838	0.9487443962502534	1.0060897329248313	1.0742830752491983	1.0860835185357216	1.0491550149063271	1.0627675060043766	1.0	0.25	0.25	0.25	0.25
820000	-1163.7492217297793	-1161.7729242045784	-1.9762975252008894	-1161.7729242045784	1.1390006535804762	1.0	2.0	0.1	1.1118091417446991	0.9985973866457323	0.9918472844091122	0.8379212901328609	0.8956246170124897	0.8673906239779428	1.0173767558658535	0.9782084133379905	1.1519969280433358	0.9137219043356936	1.030724561363189	1.1190566987763881	1.0	0.25	0.25	0.25	0.25
830000	-1163.8006186739199	-1161.7729242045782	-2.027694469341755	-1161.7729242045782	1.1390006535804762	1.0	2.0	0.1	1.0598815818503518	0.9788561778021553	0.9411444264345591	0.8229233855348049	0.8537940552761591	0.8738414598299478	0.9419955883652564	0.9282027692931649	1.0666412592683971	0.9205173086856038	0.9855009412162287	1.0806840922377792	1.0	0.25	0.25	0.25	0.25
